Event_Title,Date,Time,Venue,Address,url,Latitude,Longitude,Category
Carmen,2025-11-15,12:00,Regent Theatre,"191 Collins St, Melbourne VIC 3000, Australia",https://premier.ticketek.com.au/shows/show.aspx?sh=CARMEN25,-37.8158988,144.9679107,
BANKS,2025-11-18,12:00,Forum Melbourne,"150 Flinders St, Melbourne VIC 3000, Australia",https://premier.ticketek.com.au/shows/show.aspx?sh=BANKS25,-37.8166268,144.9695761,
Jessie Murph,2025-11-19,12:00,Forum Melbourne,"150 Flinders St, Melbourne VIC 3000, Australia",https://premier.ticketek.com.au/shows/show.aspx?sh=JMURPH25,-37.8166268,144.9695761,
Hybrid Theory,2025-11-21,12:00,PICA (Port Melbourne Industrial Centre for the Arts),"1 Thackray Rd, Port Melbourne VIC 3207, Australia",https://premier.ticketek.com.au/shows/show.aspx?sh=HTHEORY25,-37.8296148,144.9256488,
James Morrison with Big Band Liechtenstein,2025-11-21,12:00,Hamer Hall,"32 Southgate Ave, Southbank VIC 3006, Australia",https://premier.ticketek.com.au/shows/show.aspx?sh=JAMESMOR25,-37.8201455,144.9679946,
Box Hill Food Tour,2025-11-21,10:30,Red Activation Pod,"27 Market Street Box Hill, VIC 3128",https://www.eventbrite.com.au/e/box-hill-food-tour-tickets-1200599408149?aff=ebdssbdestsearch,-37.818804,145.1219268,Social/Dating
Parcels,2025-12-04,12:00,Sidney Myer Music Bowl,"Kings Domain, Alexandra Ave, Melbourne VIC 3004, Australia",https://premier.ticketek.com.au/shows/show.aspx?sh=PARCELS25,-37.8240384,144.9735216,
sombr | The Late Nights & Young Romance Tour,2025-12-04,19:00,Festival Hall,"300 Dudley St, West Melbourne VIC 3003, Australia",https://www.facebook.com/events/691392247166559/,-37.8098193,144.9508057,Music
Club Gaga MELB (Concert After Party)  SAT 6 DEC,2025-12-06,00:00,Chasers Nightclub,"386 Chapel St, South Yarra VIC 3141, Australia",https://www.facebook.com/events/716127974088311/,-37.8459118,144.9945123,Music
Loyle Carner,2025-12-06,12:00,Sidney Myer Music Bowl,"Kings Domain, Alexandra Ave, Melbourne VIC 3004, Australia",https://premier.ticketek.com.au/shows/show.aspx?sh=LOYLECAR25,-37.8240384,144.9735216,
The Fray,2025-12-07,12:00,Forum Melbourne,"150 Flinders St, Melbourne VIC 3000, Australia",https://premier.ticketek.com.au/shows/show.aspx?sh=THEFRAY25,-37.8166268,144.9695761,
Nessa Barrett,2025-12-09,12:00,Margaret Court Arena,"40 Tennis Centre Access Rd, Melbourne VIC 3000, Australia",https://premier.ticketek.com.au/shows/show.aspx?sh=NESSABA25,-37.8211276,144.9776364,
d4vd with Special Guests,2025-12-10,19:00,Festival Hall,"300 Dudley St, West Melbourne VIC 3003, Australia",https://www.facebook.com/events/694792402963331/,-37.8098193,144.9508057,Music
Grinspoon - 30th Birthday Bonanza,2025-12-19,12:00,Forum Melbourne,"150 Flinders St, Melbourne VIC 3000, Australia",https://premier.ticketek.com.au/shows/show.aspx?sh=GRINSPO25,-37.8166268,144.9695761,
CATS,2025-12-21,12:00,Hamer Hall,"32 Southgate Ave, Southbank VIC 3006, Australia",https://premier.ticketek.com.au/shows/show.aspx?sh=CATS25,-37.8201455,144.9679946,
Yuvan Shankar Raja,2025-12-31,12:00,John Cain Arena,"35 Olympic Blvd, Melbourne VIC 3000, Australia",https://premier.ticketek.com.au/shows/show.aspx?sh=YUVANS24,-37.8227725,144.9819687,
Viagra Boys-the infinite anxiety tour of 2026: australia & new zealand,2026-01-20,20:00,Festival Hall,"300 Dudley St, West Melbourne VIC 3003, Australia",https://www.facebook.com/events/704935635468841/,-37.8098193,144.9508057,Music
The Plot in You Australian Tour 2026,2026-01-25,12:00,Forum Melbourne,"150 Flinders St, Melbourne VIC 3000, Australia",https://premier.ticketek.com.au/shows/show.aspx?sh=THEPLOT26,-37.8166268,144.9695761,
Maren Morris,2026-02-05,12:00,Forum Melbourne,"150 Flinders St, Melbourne VIC 3000, Australia",https://premier.ticketek.com.au/shows/show.aspx?sh=MARENM26,-37.8166268,144.9695761,
Wyatt Flores,2026-02-14,12:00,Forum Melbourne,"150 Flinders St, Melbourne VIC 3000, Australia",https://premier.ticketek.com.au/shows/show.aspx?sh=WYATTFLO26,-37.8166268,144.9695761,
